,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,season,year_1955,median_price,buy,price_sell,best_scenario,worst_scenario
8255,9517200610,2015-03-03,370000.0,3,1.75,1290,10117,1.0,0,0,3,7,1290,0,1984,0,98072,47.7598,-122.146,1770,11839,2015,3,spring,1,450000.0,1,444000.0,481000.0,425499.99999999994
8256,952004570,2014-12-06,320000.0,2,1.0,1140,3834,1.5,0,0,3,6,1140,0,1911,0,98126,47.5642,-122.378,1190,5750,2014,12,winter,0,450000.0,1,384000.0,416000.0,368000.0
8259,1152700090,2014-12-18,329000.0,4,2.5,2650,5880,2.0,0,0,3,9,2650,0,2005,0,98042,47.3509,-122.165,2610,6490,2014,12,winter,1,450000.0,1,394800.0,427700.0,378349.99999999994
8261,5628300015,2014-11-06,375000.0,3,2.0,1640,9750,1.0,0,0,3,7,1640,0,1959,0,98028,47.7425,-122.241,1340,9750,2014,11,fall,1,450000.0,1,450000.0,487500.0,431249.99999999994
8262,1900000035,2015-05-05,212000.0,1,1.0,620,7620,1.0,0,0,3,6,620,0,1926,0,98166,47.4697,-122.349,1160,7620,2015,5,winter,0,450000.0,1,254400.0,275600.0,243799.99999999997
8263,1105000432,2014-08-22,224000.0,3,1.5,1440,8370,1.0,0,0,3,7,1440,0,1977,0,98118,47.5418,-122.275,1440,8370,2014,8,winter,1,450000.0,1,268800.0,291200.0,257599.99999999997
8264,1402810150,2015-03-10,315500.0,3,2.0,1160,10079,1.0,0,0,3,7,1160,0,1986,0,98019,47.7341,-121.976,1130,10087,2015,3,spring,1,450000.0,1,378600.0,410150.0,362825.0
8265,2163900028,2015-01-28,350000.0,2,1.0,1070,2880,1.0,0,0,3,7,1070,0,1902,0,98102,47.6261,-122.324,2030,2880,2015,1,winter,0,450000.0,1,420000.0,455000.0,402499.99999999994
8266,5409000110,2015-05-06,389000.0,6,4.5,3560,14010,2.0,0,0,3,7,3560,0,1989,0,98002,47.3244,-122.217,1710,11116,2015,5,winter,1,450000.0,1,466800.0,505700.0,447349.99999999994
8267,8687800100,2014-07-13,285000.0,3,1.75,1720,13104,1.0,0,0,4,7,1720,0,1962,0,98168,47.4709,-122.26,1840,13104,2014,7,sumer,1,440000.0,1,342000.0,370500.0,327750.0
8268,8563300085,2014-12-01,425000.0,3,1.75,1530,9800,1.0,0,0,5,8,1530,0,1958,0,98133,47.7655,-122.336,1660,9800,2014,12,winter,1,526000.0,1,510000.0,552500.0,488749.99999999994
8269,7140200330,2015-03-09,190000.0,3,1.75,1270,7875,1.0,0,0,4,7,1270,0,1980,0,98030,47.3696,-122.17,1830,7210,2015,3,spring,1,440000.0,1,228000.0,247000.0,218499.99999999997
8270,2124069103,2015-05-05,374000.0,3,1.75,1510,18439,1.0,0,0,3,7,1510,0,1971,0,98027,47.5491,-122.046,1600,34326,2015,5,winter,1,450000.0,1,448800.0,486200.0,430099.99999999994
8271,1703401110,2014-08-07,292000.0,2,1.0,880,5500,1.0,0,0,3,6,880,0,1904,0,98118,47.5573,-122.289,1080,5500,2014,8,winter,0,450000.0,1,350400.0,379600.0,335800.0
8272,6046400755,2015-05-11,475000.0,5,1.75,2020,5100,1.5,0,0,5,7,1320,700,1911,0,98103,47.6915,-122.345,1130,5100,2015,5,winter,0,526000.0,1,570000.0,617500.0,546250.0
8274,3883800011,2014-11-05,82000.0,3,1.0,860,10426,1.0,0,0,3,6,860,0,1954,0,98146,47.4987,-122.341,1140,11250,2014,11,fall,0,450000.0,1,98400.0,106600.0,94299.99999999999
8275,3883800011,2015-04-08,219900.0,3,1.0,860,10426,1.0,0,0,3,6,860,0,1954,0,98146,47.4987,-122.341,1140,11250,2015,4,spring,0,450000.0,1,263880.0,285870.0,252884.99999999997
8277,221029019,2015-04-28,400000.0,3,2.5,2090,32718,2.0,1,4,3,7,1550,540,1919,1983,98070,47.3338,-122.511,1200,192268,2015,4,spring,0,450000.0,1,480000.0,520000.0,459999.99999999994
8279,3438500781,2014-08-12,330000.0,6,3.25,2120,6893,1.0,0,0,4,7,1060,1060,1983,0,98106,47.5508,-122.355,1380,6986,2014,8,winter,1,440000.0,1,396000.0,429000.0,379499.99999999994
8280,8097000330,2014-07-21,359950.0,3,2.75,2540,8604,2.0,0,0,3,8,2540,0,1991,0,98092,47.3209,-122.185,2260,7438,2014,7,sumer,1,450000.0,1,431940.0,467935.0,413942.49999999994
8282,3644100072,2014-11-07,245000.0,2,1.0,670,2356,1.0,0,0,5,6,670,0,1960,0,98144,47.5918,-122.295,1220,1740,2014,11,fall,1,526000.0,1,294000.0,318500.0,281750.0
8283,1453602284,2014-11-03,296000.0,2,2.0,1320,2040,3.0,0,0,3,7,1320,0,1997,0,98125,47.7224,-122.291,1430,2040,2014,11,fall,1,450000.0,1,355200.0,384800.0,340400.0
8284,4365700450,2014-11-06,193000.0,2,1.0,950,9000,1.0,0,0,3,6,950,0,1924,0,98106,47.5219,-122.361,1000,8280,2014,11,fall,0,450000.0,1,231600.0,250900.0,221949.99999999997
8285,9268200315,2014-08-28,456000.0,3,2.0,1870,8442,1.5,0,0,5,7,1060,810,1927,0,98117,47.6964,-122.365,1640,6174,2014,8,winter,0,526000.0,1,547200.0,592800.0,524400.0
8287,4310701577,2014-05-09,382000.0,3,3.25,1410,1253,3.0,0,0,3,8,1410,0,2005,0,98103,47.6981,-122.34,1410,1253,2014,5,winter,1,450000.0,1,458400.0,496600.0,439299.99999999994
8289,2026049097,2014-11-25,431750.0,2,2.0,1400,10052,1.0,0,0,3,8,1400,0,1957,0,98125,47.7262,-122.316,1400,8785,2014,11,fall,1,450000.0,1,518100.0,561275.0,496512.49999999994
8290,6639900219,2015-05-11,419900.0,3,2.5,1630,1755,2.0,0,0,3,8,1320,310,1997,0,98033,47.691,-122.176,1920,14550,2015,5,winter,1,450000.0,1,503880.0,545870.0,482884.99999999994
8291,2521039066,2014-12-29,315000.0,3,2.0,1900,9513,1.0,0,0,3,8,1900,0,1995,0,98023,47.2843,-122.357,1790,8028,2014,12,winter,1,450000.0,1,378000.0,409500.0,362250.0
8295,4137010540,2015-04-01,220000.0,3,2.5,1980,11900,2.0,0,0,3,8,1980,0,1990,0,98092,47.2656,-122.217,2130,9933,2015,4,spring,1,450000.0,1,264000.0,286000.0,252999.99999999997
8296,7844200120,2015-04-13,340000.0,4,2.5,3020,8750,1.0,0,0,3,8,1710,1310,1960,0,98188,47.4298,-122.29,1900,8750,2015,4,spring,1,450000.0,1,408000.0,442000.0,390999.99999999994
8300,7575600100,2014-05-02,285000.0,3,2.5,2090,10834,1.0,0,0,4,8,1360,730,1987,0,98003,47.3537,-122.303,1750,8595,2014,5,winter,1,440000.0,1,342000.0,370500.0,327750.0
8301,3450400330,2015-02-20,306500.0,3,1.5,1100,8140,1.0,0,0,4,7,1100,0,1965,0,98059,47.5004,-122.162,1430,7700,2015,2,winter,1,440000.0,1,367800.0,398450.0,352475.0
8302,4307300930,2015-01-02,325000.0,3,2.5,1870,3480,2.0,0,0,3,7,1870,0,2002,0,98056,47.4831,-122.183,2160,3480,2015,1,winter,1,450000.0,1,390000.0,422500.0,373750.0
8304,5466350120,2015-03-11,256500.0,3,2.0,1320,8568,1.0,0,0,3,7,1320,0,1993,0,98042,47.3904,-122.164,1600,8463,2015,3,spring,1,450000.0,1,307800.0,333450.0,294975.0
8307,8656300385,2015-03-17,305000.0,3,1.0,1710,19115,1.0,0,0,3,6,1710,0,1986,0,98014,47.656,-121.913,1650,15144,2015,3,spring,1,450000.0,1,366000.0,396500.0,350750.0
8308,6649250410,2015-02-04,317000.0,4,2.5,2160,8049,2.0,0,0,3,9,2160,0,1988,0,98001,47.3337,-122.26,2490,8995,2015,2,winter,1,450000.0,1,380400.0,412100.0,364550.0
8310,7841300535,2015-04-09,225000.0,2,2.5,1560,5333,1.0,0,0,3,5,780,780,1947,0,98055,47.4749,-122.213,1010,4800,2015,4,spring,0,450000.0,1,270000.0,292500.0,258749.99999999997
8312,2658000215,2014-08-12,207000.0,2,1.0,820,4860,1.0,0,0,5,6,820,0,1955,0,98118,47.5298,-122.271,1240,6000,2014,8,winter,1,526000.0,1,248400.0,269100.0,238049.99999999997
8317,5104510210,2015-03-09,314950.0,3,2.5,1690,4533,2.0,0,0,3,7,1690,0,2003,0,98038,47.3575,-122.016,1830,5175,2015,3,spring,1,450000.0,1,377940.0,409435.0,362192.5
8318,9517200180,2014-11-06,375000.0,3,2.0,1410,10078,1.0,0,0,4,6,1410,0,1983,0,98072,47.7587,-122.144,2090,9202,2014,11,fall,1,440000.0,1,450000.0,487500.0,431249.99999999994
8322,1443500395,2015-05-04,360000.0,3,1.5,1060,6232,1.0,0,0,4,7,1060,0,1968,0,98118,47.5329,-122.271,1120,5379,2015,5,winter,1,440000.0,1,432000.0,468000.0,413999.99999999994
8323,2391601010,2014-08-20,425000.0,3,1.0,1240,5750,1.0,0,0,4,6,1240,0,1948,0,98116,47.564,-122.398,1240,5750,2014,8,winter,0,440000.0,1,510000.0,552500.0,488749.99999999994
8324,7129303970,2015-03-04,239950.0,2,1.0,1280,5500,1.0,0,0,3,7,1280,0,1949,0,98118,47.5179,-122.264,1270,5500,2015,3,spring,0,450000.0,1,287940.0,311935.0,275942.5
8330,5589900761,2015-05-01,315000.0,2,1.0,770,6731,1.0,0,0,4,6,770,0,1943,0,98155,47.7505,-122.312,1120,9212,2015,5,winter,0,440000.0,1,378000.0,409500.0,362250.0
8331,3601800580,2014-10-21,250000.0,4,2.0,2600,9000,1.0,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200,2014,10,fall,1,450000.0,1,300000.0,325000.0,287500.0
8332,3336000296,2014-11-13,250000.0,4,1.5,1220,4900,1.0,0,0,3,6,1220,0,1942,0,98118,47.5292,-122.269,1410,3000,2014,11,fall,0,450000.0,1,300000.0,325000.0,287500.0
8334,6150200330,2014-08-25,358000.0,3,1.0,1150,4681,1.0,0,0,3,7,1150,0,1955,0,98133,47.7284,-122.336,1150,6800,2014,8,winter,1,450000.0,1,429600.0,465400.0,411699.99999999994
8335,4136950180,2014-09-26,262000.0,3,2.5,1700,6200,2.0,0,0,3,8,1700,0,1997,0,98092,47.2621,-122.221,1720,6205,2014,9,fall,1,450000.0,1,314400.0,340600.0,301300.0
8340,4154300296,2014-09-26,235000.0,3,1.0,960,5030,1.0,0,0,3,7,960,0,1955,0,98118,47.5611,-122.28,1460,5400,2014,9,fall,1,450000.0,1,282000.0,305500.0,270250.0
8342,3888100043,2014-05-07,350000.0,3,1.0,1010,9360,1.0,0,0,3,6,1010,0,1981,0,98033,47.6874,-122.168,1470,9360,2014,5,winter,1,450000.0,1,420000.0,455000.0,402499.99999999994
8343,8165501510,2014-11-25,320000.0,2,2.25,1550,1827,2.0,0,0,3,8,1550,0,2008,0,98106,47.5394,-122.368,1420,1826,2014,11,fall,1,450000.0,1,384000.0,416000.0,368000.0
8346,272000355,2014-11-08,325000.0,3,1.5,1310,2998,2.0,0,0,3,7,1310,0,1998,0,98144,47.5873,-122.299,1310,2997,2014,11,fall,1,450000.0,1,390000.0,422500.0,373750.0
8348,6669010120,2014-06-24,319000.0,4,2.5,2510,7992,1.0,0,0,3,8,1610,900,1978,0,98032,47.3715,-122.285,2030,7992,2014,6,sumer,1,450000.0,1,382800.0,414700.0,366850.0
8350,2113700025,2015-04-09,330000.0,2,1.0,1129,3840,1.0,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,2015,4,spring,0,450000.0,1,396000.0,429000.0,379499.99999999994
8354,3726800201,2015-04-17,410000.0,3,1.75,2160,4000,1.0,0,0,3,7,1080,1080,1953,0,98144,47.5721,-122.309,1260,3200,2015,4,spring,0,450000.0,1,492000.0,533000.0,471499.99999999994
8355,13002460,2015-03-18,205000.0,2,1.75,1740,5100,1.0,0,0,3,6,580,1160,1915,0,98108,47.5211,-122.33,1440,5100,2015,3,spring,0,450000.0,1,246000.0,266500.0,235749.99999999997
8357,8731983200,2015-03-10,255000.0,2,1.75,1950,8200,1.0,0,0,3,8,1950,0,1975,0,98023,47.3161,-122.382,2370,8000,2015,3,spring,1,450000.0,1,306000.0,331500.0,293250.0
8358,5309101395,2014-09-11,415000.0,2,1.0,910,3750,1.0,0,0,3,7,910,0,1904,0,98117,47.6772,-122.369,1160,4000,2014,9,fall,0,450000.0,1,498000.0,539500.0,477249.99999999994
8359,4364700945,2015-04-02,459000.0,4,2.0,2360,7080,1.0,0,0,5,6,1180,1180,1925,0,98126,47.5261,-122.376,1340,7200,2015,4,spring,0,526000.0,1,550800.0,596700.0,527850.0
8360,395300330,2014-12-11,354000.0,3,1.0,1130,11250,1.0,0,0,3,7,1130,0,1965,0,98034,47.7254,-122.227,1410,11250,2014,12,winter,1,450000.0,1,424800.0,460200.0,407099.99999999994
8364,8024200625,2015-02-05,414500.0,3,1.0,1050,6002,1.0,0,0,3,7,840,210,1941,0,98115,47.6988,-122.316,1180,6003,2015,2,winter,0,450000.0,1,497400.0,538850.0,476674.99999999994
8365,7340600845,2014-08-06,185000.0,4,1.0,1380,6700,1.0,0,0,3,7,1190,190,1928,0,98168,47.4871,-122.281,1380,8292,2014,8,winter,0,450000.0,1,222000.0,240500.0,212749.99999999997
8366,898000220,2014-10-01,262500.0,3,1.5,1610,10291,1.0,0,0,4,7,1610,0,1961,0,98022,47.2025,-121.999,1410,7729,2014,10,fall,1,440000.0,1,315000.0,341250.0,301875.0
8367,2212600100,2014-05-22,370000.0,4,2.75,3150,67518,1.0,0,0,4,9,2250,900,1965,0,98092,47.3382,-122.196,2210,32391,2014,5,winter,1,440000.0,1,444000.0,481000.0,425499.99999999994
8368,6412100092,2015-01-05,362500.0,3,1.0,1520,9507,1.0,0,0,3,7,1520,0,1954,0,98125,47.7162,-122.324,1360,7219,2015,1,winter,0,450000.0,1,435000.0,471250.0,416874.99999999994
8370,2586800210,2015-04-21,425000.0,5,2.0,2500,7804,1.5,0,0,3,7,1570,930,1921,0,98146,47.5031,-122.348,1170,7676,2015,4,spring,0,450000.0,1,510000.0,552500.0,488749.99999999994
8371,2044500201,2014-06-09,435000.0,3,2.25,1890,7200,1.0,0,0,4,7,1230,660,1973,0,98125,47.7156,-122.317,1970,8101,2014,6,sumer,1,440000.0,1,522000.0,565500.0,500249.99999999994
8372,6450303950,2014-05-05,435000.0,5,2.0,1840,9240,1.0,0,0,4,7,1540,300,1942,1958,98133,47.7308,-122.34,1200,5250,2014,5,winter,0,440000.0,1,522000.0,565500.0,500249.99999999994
8373,3013300409,2015-03-12,400000.0,2,1.0,1220,6300,1.0,0,0,3,7,760,460,1942,0,98136,47.5299,-122.387,1850,4886,2015,3,spring,0,450000.0,1,480000.0,520000.0,459999.99999999994
8374,1934800087,2014-06-26,446000.0,2,1.5,1370,1221,2.0,0,0,3,8,1080,290,2008,0,98122,47.6039,-122.307,1560,2081,2014,6,sumer,1,450000.0,1,535200.0,579800.0,512899.99999999994
8376,2025700180,2014-11-20,300000.0,3,2.25,1760,5421,2.0,0,0,3,7,1760,0,1991,0,98038,47.3484,-122.037,1570,6000,2014,11,fall,1,450000.0,1,360000.0,390000.0,345000.0
8377,8024201055,2014-08-06,404500.0,2,1.0,800,5080,1.0,0,0,3,7,800,0,1938,0,98115,47.6978,-122.314,1560,5110,2014,8,winter,0,450000.0,1,485400.0,525850.0,465174.99999999994
8380,1864940180,2014-06-05,335000.0,4,2.5,2610,4781,2.0,0,0,3,8,2610,0,2009,0,98001,47.2649,-122.292,2583,4796,2014,6,sumer,1,450000.0,1,402000.0,435500.0,385249.99999999994
8381,1023089085,2014-08-04,390000.0,3,1.75,1850,15170,1.0,0,0,3,7,1850,0,1965,0,98045,47.4991,-121.774,1160,14175,2014,8,winter,1,450000.0,1,468000.0,507000.0,448499.99999999994
8382,4399200100,2015-04-28,288000.0,3,2.25,1560,9706,1.0,0,0,4,7,1560,0,1963,0,98002,47.3191,-122.213,1510,9706,2015,4,spring,1,440000.0,1,345600.0,374400.0,331200.0
8383,1087500040,2014-10-14,403000.0,3,1.75,1270,10790,1.0,0,0,3,7,1270,0,1956,0,98033,47.6647,-122.177,1270,10790,2014,10,fall,1,450000.0,1,483600.0,523900.0,463449.99999999994
8386,7129302806,2015-02-03,408000.0,3,1.0,1420,8000,1.0,0,4,3,7,1420,0,1950,0,98118,47.5169,-122.255,1780,8295,2015,2,winter,0,450000.0,1,489600.0,530400.0,469199.99999999994
8389,723049274,2015-04-17,330000.0,3,1.75,1250,8100,1.0,0,0,3,7,1250,0,1951,2004,98146,47.5016,-122.348,1300,8175,2015,4,spring,0,450000.0,1,396000.0,429000.0,379499.99999999994
8395,4319200620,2014-10-15,235000.0,2,1.0,1270,9182,1.5,0,0,3,6,1270,0,1917,0,98126,47.5365,-122.378,1760,9100,2014,10,fall,0,450000.0,1,282000.0,305500.0,270250.0
8400,7131300035,2014-05-12,210000.0,3,2.5,1040,2643,2.0,0,0,3,7,720,320,2004,0,98118,47.5165,-122.268,1540,5110,2014,5,winter,1,450000.0,1,252000.0,273000.0,241499.99999999997
8401,2595650100,2014-06-30,359500.0,4,2.75,2140,10316,2.0,0,0,3,8,2140,0,1993,0,98001,47.3537,-122.274,1920,11337,2014,6,sumer,1,450000.0,1,431400.0,467350.0,413424.99999999994
8402,2616700450,2014-11-07,248000.0,3,1.75,1330,9831,1.0,0,0,3,7,1330,0,1987,0,98001,47.3304,-122.277,1330,7500,2014,11,fall,1,450000.0,1,297600.0,322400.0,285200.0
8403,2520900301,2014-10-22,239300.0,3,1.0,1070,5750,1.0,0,0,3,7,1070,0,1952,0,98178,47.5071,-122.255,1420,6500,2014,10,fall,0,450000.0,1,287160.0,311090.0,275195.0
8404,1473200150,2014-12-16,315000.0,3,2.25,1370,1533,3.0,0,0,3,8,1370,0,2009,0,98133,47.7326,-122.343,1370,1125,2014,12,winter,1,450000.0,1,378000.0,409500.0,362250.0
8407,4036800580,2014-06-21,418000.0,4,1.5,1550,9176,1.0,0,0,3,7,1000,550,1956,0,98008,47.6005,-122.129,1730,8539,2014,6,sumer,1,450000.0,1,501600.0,543400.0,480699.99999999994
8411,1200021,2014-08-11,400000.0,3,1.0,1460,43000,1.0,0,0,3,7,1460,0,1952,0,98166,47.4434,-122.347,2250,20023,2014,8,winter,0,450000.0,1,480000.0,520000.0,459999.99999999994
8414,7760600110,2014-10-27,212000.0,3,1.5,1690,9600,1.0,0,0,3,7,1210,480,1976,0,98038,47.3857,-122.079,1450,9647,2014,10,fall,1,450000.0,1,254400.0,275600.0,243799.99999999997
8416,1612500090,2015-03-31,225800.0,4,1.0,1100,7110,1.0,0,0,4,7,880,220,1907,0,98030,47.3858,-122.227,1150,7110,2015,3,spring,0,440000.0,1,270960.0,293540.0,259669.99999999997
8419,2172000846,2014-06-19,248000.0,4,2.0,2080,13510,1.0,0,0,3,7,1040,1040,1950,0,98178,47.4918,-122.258,2010,11625,2014,6,sumer,0,450000.0,1,297600.0,322400.0,285200.0
8421,8151600142,2015-05-12,319950.0,5,1.75,1710,11900,1.0,0,0,3,7,1070,640,1958,0,98146,47.506,-122.365,1030,10360,2015,5,winter,1,450000.0,1,383940.0,415935.0,367942.5
8422,7950304045,2015-03-31,320000.0,4,2.75,1640,3000,1.0,0,0,3,7,1000,640,1984,0,98118,47.5625,-122.283,1150,4545,2015,3,spring,1,450000.0,1,384000.0,416000.0,368000.0
8423,6700390210,2014-07-08,245000.0,3,2.5,1600,2788,2.0,0,0,4,7,1600,0,1992,0,98031,47.4034,-122.187,1720,3605,2014,7,sumer,1,440000.0,1,294000.0,318500.0,281750.0
8427,1782500065,2015-04-28,420000.0,4,1.75,1320,4978,1.0,0,0,4,7,940,380,1942,0,98126,47.5266,-122.379,1260,4693,2015,4,spring,0,440000.0,1,504000.0,546000.0,482999.99999999994
8428,263000329,2014-10-08,349950.0,3,2.5,1420,1162,3.0,0,0,3,8,1420,0,2002,0,98103,47.6982,-122.349,1430,1560,2014,10,fall,1,450000.0,1,419940.0,454935.0,402442.49999999994
8429,9432900180,2014-07-14,307999.0,4,2.75,2420,8438,2.0,0,0,3,8,2420,0,1996,0,98022,47.2091,-122.009,2420,8580,2014,7,sumer,1,450000.0,1,369598.8,400398.7,354198.85
8431,6145600410,2014-07-11,290000.0,2,1.0,840,3844,1.0,0,0,4,6,840,0,1919,0,98133,47.7048,-122.347,1040,3844,2014,7,sumer,0,440000.0,1,348000.0,377000.0,333500.0
8432,2599001500,2014-07-12,235000.0,3,1.75,1420,7920,1.0,0,0,4,7,1420,0,1962,0,98092,47.2931,-122.188,1420,7920,2014,7,sumer,1,440000.0,1,282000.0,305500.0,270250.0
8433,1721801010,2014-09-03,225000.0,3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,98146,47.508,-122.337,830,6120,2014,9,fall,0,450000.0,1,270000.0,292500.0,258749.99999999997
8434,1721801010,2015-04-24,302100.0,3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,98146,47.508,-122.337,830,6120,2015,4,spring,0,450000.0,1,362520.0,392730.0,347415.0
8436,326049111,2014-06-26,285000.0,2,1.0,1010,7200,1.0,0,0,3,7,1010,0,1975,0,98155,47.7651,-122.291,1890,9248,2014,6,sumer,1,450000.0,1,342000.0,370500.0,327750.0
8438,1310980580,2015-03-19,374900.0,5,2.75,2980,8500,1.0,0,0,3,8,1540,1440,1982,0,98032,47.3641,-122.278,2310,8500,2015,3,spring,1,450000.0,1,449880.0,487370.0,431134.99999999994
8439,6632300230,2014-10-06,377500.0,3,2.0,1370,7200,1.0,0,0,3,7,1130,240,1926,1955,98125,47.7329,-122.308,1300,7208,2014,10,fall,0,450000.0,1,453000.0,490750.0,434124.99999999994
8441,2188201010,2015-01-21,245000.0,3,2.25,1530,12000,1.0,0,0,3,7,1070,460,1979,0,98023,47.2715,-122.338,2140,13636,2015,1,winter,1,450000.0,1,294000.0,318500.0,281750.0
8442,7137910360,2014-07-29,200000.0,3,2.0,1290,5757,1.0,0,0,3,7,1290,0,1994,0,98092,47.3175,-122.17,1580,6798,2014,7,sumer,1,450000.0,1,240000.0,260000.0,229999.99999999997
8447,7227800025,2014-11-18,250000.0,3,3.0,2300,7701,1.0,0,0,3,7,2300,0,1960,0,98056,47.5102,-122.18,1570,8116,2014,11,fall,1,450000.0,1,300000.0,325000.0,287500.0
8450,121039042,2015-03-13,425000.0,3,2.75,3610,107386,1.5,1,3,3,8,3130,480,1918,1962,98023,47.3351,-122.362,2630,42126,2015,3,spring,0,450000.0,1,510000.0,552500.0,488749.99999999994
8452,1109000040,2014-05-28,315000.0,3,2.0,1300,3731,1.0,0,0,3,7,900,400,1993,0,98118,47.5374,-122.27,1300,3731,2014,5,winter,1,450000.0,1,378000.0,409500.0,362250.0
8453,9358001590,2015-03-03,340000.0,5,1.0,1880,3774,1.5,0,0,3,6,1360,520,1917,0,98126,47.566,-122.37,1420,2550,2015,3,spring,0,450000.0,1,408000.0,442000.0,390999.99999999994
8454,705700580,2015-05-01,366000.0,4,2.75,2170,9743,2.0,0,0,3,7,2170,0,1995,0,98038,47.3814,-122.024,1670,7734,2015,5,winter,1,450000.0,1,439200.0,475800.0,420899.99999999994
8455,4343800100,2014-10-21,315000.0,3,1.75,1680,7250,1.0,0,0,3,7,930,750,1952,0,98133,47.7201,-122.35,1340,7250,2014,10,fall,0,450000.0,1,378000.0,409500.0,362250.0
8456,3343900781,2014-10-27,299000.0,3,1.5,1190,9135,1.0,0,0,4,7,1190,0,1959,0,98056,47.5164,-122.189,1520,9146,2014,10,fall,1,440000.0,1,358800.0,388700.0,343850.0
8457,1062100085,2014-11-13,350000.0,2,1.0,940,5000,1.0,0,0,3,7,940,0,1950,0,98155,47.7518,-122.279,1800,7400,2014,11,fall,0,450000.0,1,420000.0,455000.0,402499.99999999994
8458,6821101827,2014-11-05,340000.0,2,1.75,1010,1461,1.0,0,0,3,7,670,340,2003,0,98199,47.6515,-122.4,1500,2499,2014,11,fall,1,450000.0,1,408000.0,442000.0,390999.99999999994
8460,9500900110,2014-07-31,224000.0,3,1.5,1480,10588,1.0,0,0,3,7,1480,0,1957,0,98002,47.2872,-122.212,1370,10588,2014,7,sumer,1,450000.0,1,268800.0,291200.0,257599.99999999997
8462,1218000025,2014-10-13,246000.0,4,2.0,1400,7632,1.5,0,0,5,6,1400,0,1930,0,98166,47.4625,-122.345,1400,7632,2014,10,fall,0,526000.0,1,295200.0,319800.0,282900.0
8463,1875500040,2015-01-27,330000.0,3,2.5,2040,14071,2.0,0,0,3,7,2040,0,1995,0,98019,47.7278,-121.963,1890,14040,2015,1,winter,1,450000.0,1,396000.0,429000.0,379499.99999999994
8464,7955000210,2014-07-09,306000.0,3,1.0,1450,7200,1.0,0,0,3,7,1010,440,1969,0,98034,47.7311,-122.199,1500,6767,2014,7,sumer,1,450000.0,1,367200.0,397800.0,351900.0
8465,7568700175,2014-06-04,324950.0,3,1.0,1210,7440,1.0,0,0,3,7,1210,0,1949,0,98155,47.7402,-122.323,1120,7440,2014,6,sumer,0,450000.0,1,389940.0,422435.0,373692.5
8466,3410600100,2014-06-13,345000.0,2,1.5,1800,26615,1.0,0,0,5,7,1240,560,1987,0,98092,47.302,-122.123,2010,26337,2014,6,sumer,1,526000.0,1,414000.0,448500.0,396749.99999999994
8467,923049378,2014-05-08,207000.0,3,1.0,1490,8995,1.0,0,0,4,7,1490,0,1954,0,98168,47.4901,-122.303,1490,9000,2014,5,winter,0,440000.0,1,248400.0,269100.0,238049.99999999997
8468,420000085,2014-08-27,238000.0,3,1.0,1240,5700,1.5,0,0,5,6,1240,0,1953,0,98056,47.4927,-122.169,1140,5700,2014,8,winter,0,526000.0,1,285600.0,309400.0,273700.0
8473,1721801161,2014-10-30,236000.0,4,2.5,1630,3060,2.0,0,0,3,7,1630,0,2003,0,98146,47.5072,-122.336,1270,4590,2014,10,fall,1,450000.0,1,283200.0,306800.0,271400.0
8476,1775800220,2015-04-02,410988.0,3,1.75,1000,14061,1.0,0,0,4,7,1000,0,1967,0,98072,47.7417,-122.093,1260,12635,2015,4,spring,1,440000.0,1,493185.6,534284.4,472636.19999999995
8477,2569500210,2014-11-17,339950.0,0,2.5,2290,8319,2.0,0,0,3,8,2290,0,1985,0,98042,47.3473,-122.151,2500,8751,2014,11,fall,1,450000.0,1,407940.0,441935.0,390942.49999999994
8479,8078100120,2015-03-19,340000.0,4,2.5,2170,19785,2.0,0,0,3,8,2170,0,1992,0,98031,47.4034,-122.167,2280,8616,2015,3,spring,1,450000.0,1,408000.0,442000.0,390999.99999999994
8481,8892900210,2014-06-09,236000.0,3,1.75,1330,6301,1.0,0,0,3,7,1330,0,1998,0,98002,47.3411,-122.219,1330,6144,2014,6,sumer,1,450000.0,1,283200.0,306800.0,271400.0
8482,7399000360,2015-05-13,330000.0,4,1.75,1720,8300,1.0,0,0,4,8,1720,0,1965,0,98055,47.4654,-122.194,1840,8300,2015,5,winter,1,440000.0,1,396000.0,429000.0,379499.99999999994
8484,2310060040,2014-09-25,240000.0,0,2.5,1810,5669,2.0,0,0,3,7,1810,0,2003,0,98038,47.3493,-122.053,1810,5685,2014,9,fall,1,450000.0,1,288000.0,312000.0,276000.0
8485,323059146,2015-04-17,343000.0,3,1.0,1410,18600,1.0,0,0,5,7,1410,0,1960,0,98059,47.5031,-122.152,1610,24941,2015,4,spring,1,526000.0,1,411600.0,445900.0,394449.99999999994
8486,1079350090,2014-06-17,332000.0,3,2.5,1530,9406,1.0,0,0,3,7,1270,260,1993,0,98059,47.4852,-122.162,1700,7682,2014,6,sumer,1,450000.0,1,398400.0,431600.0,381799.99999999994
